Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb créations d'entreprises 2018;Nb entreprises 2018;Part étab. sans salarié dans les étab. actifs au 31/12 2015;Part étab. de 1 à 9 salariés dans les étab. actifs au 31/12 2015;Part étab. de 10 salariés ou plus dans les étab. actifs au 31/12 2015;Part postes de l'agriculture, sylviculture, pêche dans les étab. actifs au 31/12 2015;Part postes de l'industrie dans les étab. actifs au 31/12 2015;Part postes de la construction dans les étab. actifs au 31/12 2015;Part postes du commerce, transport et services marchands dans les étab. actifs au 31/12 2015;Part postes de l'admin. publique, enseignement, santé et action sociale dans les étab. actifs au 31/12 2015
08335;Omont;0;3;100;0;0;N/A;N/A;N/A;N/A;N/A
08336;Osnes;1;5;71.4;28.6;0;11.1;55.6;11.1;0;22.2
08338;Pauvres;0;11;58.6;37.9;3.4;55.9;0;0;41.2;2.9
08339;Perthes;0;18;70.3;29.7;0;34.8;13;39.1;8.7;4.3
08340;Poilcourt-Sydney;1;11;68;28;4;11.5;0;0;80.8;7.7
08341;Poix-Terron;8;53;54.5;38.6;6.8;0.7;32.7;9.7;15.3;41.7
08342;Pouru-aux-Bois;0;8;82.4;17.6;0;0;66.7;8.3;0;25
08343;Pouru-Saint-Remy;4;35;77.2;21.1;1.8;12.5;2.5;12.5;20;52.5
08344;Prez;1;6;81.2;18.8;0;50;0;0;20;30
08346;Prix-lès-Mézières;8;99;62.2;26.6;11.2;0;11.3;7.5;57.7;23.5
08347;Puilly-et-Charbeaux;2;5;87.5;6.2;6.2;0;0;0;0;100
08348;Puiseux;1;6;83.3;16.7;0;50;0;0;0;50
08349;Pure;0;16;70;23.3;6.7;0;85.7;2.9;3.6;7.9
08350;Quatre-Champs;1;15;69.6;26.1;4.3;17.2;65.5;6.9;10.3;0
08351;Quilly;0;0;90;10;0;100;0;0;0;0
08352;Raillicourt;3;13;78.3;17.4;4.3;5.9;0;70.6;5.9;17.6
08353;Rancennes;3;28;82.9;14.3;2.9;0;0;29;6.5;64.5
08354;Raucourt-et-Flaba;7;33;71.6;20.9;7.5;0.6;31.4;3.8;23.7;40.4
08355;Regniowez;4;9;81.5;18.5;0;0;0;25;37.5;37.5
08356;Remaucourt;0;3;66.7;33.3;0;57.1;0;0;14.3;28.6
08357;Remilly-Aillicourt;4;26;74.1;14.8;11.1;0.5;66;0;23.9;9.6
08358;Remilly-les-Pothées;2;10;90;10;0;40;0;0;0;60
08360;Renneville;1;4;70.6;29.4;0;15.4;0;7.7;46.2;30.8
08361;Renwez;4;69;70.1;23.7;6.2;1.9;8.3;22.4;32.7;34.6
08362;Rethel;43;483;58.4;29.2;12.4;0.1;16.6;6;37.4;39.8
08363;Revin;22;236;65.4;25.1;9.5;0;26;3.5;26.8;43.8
08364;Rilly-sur-Aisne;2;6;80;20;0;0;0;50;0;50
08365;Rimogne;10;84;79.2;17;3.8;0;4.3;13.7;20.9;61.2
08366;Rocquigny;1;22;81.5;14.8;3.7;7.7;17.9;5.1;0;69.2
08367;Rocroi;9;116;63.1;28;8.9;0.4;7.4;13.6;28.3;50.4
08368;Roizy;2;9;63;37;0;25.9;29.6;11.1;0;33.3
08369;La Romagne;0;3;90;10;0;0;0;0;0;100
08370;Rouvroy-sur-Audry;4;41;69.5;23.7;6.8;3.1;46.6;0;27.6;22.7
08372;Rubigny;0;2;80;20;0;0;0;0;0;100
08373;Rumigny;1;13;72;24;4;7.4;3.7;0;11.1;77.8
08374;La Sabotterie;0;4;87.5;0;12.5;0;100;0;0;0
08375;Sachy;1;6;90.9;9.1;0;100;0;0;0;0
08376;Sailly;0;8;80;20;0;0;0;50;0;50
08377;Saint-Aignan;1;6;76.9;15.4;7.7;0;64.7;23.5;0;11.8
08378;Saint-Clément-à-Arnes;0;7;78.9;21.1;0;33.3;50;0;0;16.7
08379;Saint-Étienne-à-Arnes;0;8;78.8;21.2;0;80;0;0;10;10
08380;Saint-Fergeux;1;11;62.1;37.9;0;66.7;0;16.7;8.3;8.3
08381;Saint-Germainmont;4;28;77.4;15.1;7.5;0.9;0;10.8;7.2;81.1
08382;Saint-Jean-aux-Bois;0;7;76.9;23.1;0;33.3;0;33.3;0;33.3
08383;Saint-Juvin;0;2;75;25;0;66.7;0;0;0;33.3
08384;Saint-Lambert-et-Mont-de-Jeux;0;9;63.2;36.8;0;50;0;40.9;4.5;4.5
08385;Saint-Laurent;3;50;67.6;26.8;5.6;1.5;5.4;5.9;22.2;65
08386;Saint-Loup-en-Champagne;1;12;74.4;25.6;0;21.1;0;15.8;26.3;36.8
08387;Saint-Loup-Terrier;2;10;77.8;22.2;0;40;10;30;0;20
08388;Saint-Marceau;1;16;88.5;7.7;3.8;0;88.9;0;2.2;8.9
08389;Saint-Marcel;3;14;82.9;17.1;0;22.2;0;44.4;0;33.3
08390;Sainte-Marie;1;2;60;40;0;25;0;75;0;0
08391;Saint-Menges;0;28;80;13.3;6.7;0;0;23;54;23
08392;Saint-Morel;0;13;88.9;7.4;3.7;0;0;90.9;0;9.1
08393;Saint-Pierre-à-Arnes;0;3;100;0;0;N/A;N/A;N/A;N/A;N/A
08394;Saint-Pierremont;1;3;62.5;37.5;0;25;50;0;0;25
08395;Saint-Pierre-sur-Vence;2;5;88.9;11.1;0;0;0;0;0;100
08396;Saint-Quentin-le-Petit;1;11;77.3;22.7;0;83.3;0;0;0;16.7
08397;Saint-Remy-le-Petit;1;3;80;20;0;50;0;50;0;0
08398;Sainte-Vaubourg;0;3;81.8;18.2;0;100;0;0;0;0
08399;Sapogne-sur-Marche;0;2;90;10;0;100;0;0;0;0
08400;Sapogne-et-Feuchères;3;14;79.3;20.7;0;15;0;35;10;40
08401;Saulces-Champenoises;0;8;74.4;20.5;5.1;1.6;31.5;0;65.3;1.6
08402;Saulces-Monclin;7;41;78.5;15.4;6.2;1;3.1;0;49.5;46.4
08403;Sault-lès-Rethel;7;60;58.3;27.8;13.9;0.3;9.4;19;57;14.3
08404;Sault-Saint-Remy;0;13;76.5;17.6;5.9;7.7;80.8;0;7.7;3.8
08405;Sauville;1;9;62.5;37.5;0;10;0;5;65;20
08406;Savigny-sur-Aisne;4;14;65.6;28.1;6.2;4.6;26.2;12.3;47.7;9.2
08407;Séchault;0;4;66.7;25;8.3;9.1;0;0;90.9;0
08408;Sécheval;0;20;83.3;13.3;3.3;0;0;57.7;0;42.3
08409;Sedan;78;935;65;28.2;6.8;0.1;5.1;4.5;39.7;50.6
08410;Semide;0;12;80.4;19.6;0;52.9;35.3;0;5.9;5.9
08411;Semuy;0;1;100;0;0;N/A;N/A;N/A;N/A;N/A
08412;Senuc;1;3;66.7;33.3;0;72.7;0;18.2;0;9.1
08413;Seraincourt;0;9;75;25;0;50;0;33.3;0;16.7
08415;Sery;2;11;70.6;29.4;0;11.1;11.1;22.2;22.2;33.3
08416;Seuil;1;8;76.2;23.8;0;28.6;14.3;0;28.6;28.6
08417;Sévigny-la-Forêt;1;9;58.3;33.3;8.3;0;0;84.2;10.5;5.3
08418;Sévigny-Waleppe;2;10;82.1;14.3;3.6;15;0;0;80;5
08419;Signy-l'Abbaye;5;92;66;25;9;2.1;32.6;5.1;39;21.2
08420;Signy-le-Petit;9;74;66.7;25;8.3;1.4;15.7;2.7;29;51.2
08421;Signy-Montlibert;0;1;81.8;18.2;0;50;0;0;0;50
08422;Singly;0;8;100;0;0;N/A;N/A;N/A;N/A;N/A
08424;Sommauthe;0;4;81.8;18.2;0;0;80;0;0;20
08425;Sommerance;0;6;81.8;18.2;0;14.3;0;0;85.7;0
08426;Son;0;0;75;25;0;50;0;0;0;50
08427;Sorbon;1;5;80.8;19.2;0;66.7;11.1;0;0;22.2
08428;Sorcy-Bauthémont;2;2;78.6;21.4;0;77.8;0;0;0;22.2
08429;Sormonne;2;18;75;25;0;0;0;16.7;33.3;50
08430;Stonne;0;0;100;0;0;N/A;N/A;N/A;N/A;N/A
08431;Sugny;0;0;77.8;22.2;0;100;0;0;0;0
08432;Sury;2;1;100;0;0;N/A;N/A;N/A;N/A;N/A
08433;Suzanne;1;3;76.9;23.1;0;88.9;0;0;11.1;0
08434;Sy;0;2;85.7;14.3;0;0;0;100;0;0
08435;Tagnon;8;47;72.8;23.5;3.7;2.7;0;9.4;61.1;26.8
08436;Taillette;2;19;76.2;23.8;0;0;0;45.5;36.4;18.2
08437;Tailly;2;8;79.4;20.6;0;88.9;0;0;0;11.1
08438;Taizy;0;4;33.3;66.7;0;50;0;14.3;28.6;7.1
08439;Tannay;1;4;80;20;0;42.9;0;0;57.1;0
08440;Tarzy;0;4;83.3;16.7;0;0;0;0;33.3;66.7
08444;Tétaigne;0;4;72.7;27.3;0;11.1;0;0;77.8;11.1
08445;Thelonne;0;12;66.7;29.2;4.2;1.8;0;1.8;95.1;1.2
08446;Thénorgues;1;7;80;20;0;100;0;0;0;0
08448;Thilay;2;75;63.4;25.8;10.8;0;74.8;6;13.6;5.6
08449;Thin-le-Moutier;7;32;80.7;17.5;1.8;0;8.2;18.4;51;22.4
08450;This;1;11;73.7;26.3;0;28.6;0;42.9;0;28.6
08451;Le Thour;2;17;77.5;22.5;0;50;0;10;30;10
08452;Thugny-Trugny;1;7;66.7;33.3;0;50;0;0;38.9;11.1
08453;Toges;0;4;100;0;0;N/A;N/A;N/A;N/A;N/A
08454;Touligny;1;2;55.6;44.4;0;75;0;0;0;25
08455;Tourcelles-Chaumont;0;3;75;25;0;0;0;50;50;0
08456;Tournavaux;0;12;81.2;18.8;0;0;50;0;33.3;16.7
08457;Tournes;8;107;52.6;34.2;13.2;0;44.6;21.7;29;4.7
08458;Tourteron;0;12;60;35;5;27.3;0;0;39.4;33.3
08459;Tremblois-lès-Carignan;0;4;66.7;33.3;0;0;33.3;0;33.3;33.3
08460;Tremblois-lès-Rocroi;0;9;66.7;33.3;0;33.3;0;0;44.4;22.2
08461;Vandy;1;9;62.5;31.2;6.2;4;0;84;8;4
08462;Vaux-Champagne;0;2;76.9;23.1;0;66.7;0;33.3;0;0
08463;Vaux-en-Dieulet;1;0;100;0;0;N/A;N/A;N/A;N/A;N/A
08464;Vaux-lès-Mouron;1;3;100;0;0;N/A;N/A;N/A;N/A;N/A
08465;Vaux-lès-Rubigny;0;2;85.7;14.3;0;0;0;0;0;100
08466;Vaux-lès-Mouzon;0;2;100;0;0;N/A;N/A;N/A;N/A;N/A
08467;Vaux-Montreuil;1;2;85.7;14.3;0;0;0;0;0;100
08468;Vaux-Villaine;1;4;87.5;12.5;0;20;0;0;0;80
08469;Vendresse;0;24;79.2;20.8;0;22.6;16.1;29;9.7;22.6
08470;Verpel;1;1;71.4;28.6;0;100;0;0;0;0
08471;Verrières;0;0;85.7;14.3;0;0;0;0;0;100
08472;Viel-Saint-Remy;2;7;83.3;16.7;0;25;0;0;0;75
08473;Vieux-lès-Asfeld;0;10;71.4;28.6;0;17.6;29.4;0;29.4;23.5
08476;Villers-devant-le-Thour;2;16;86.7;13.3;0;11.1;0;55.6;0;33.3
08477;Villers-devant-Mouzon;0;2;83.3;16.7;0;0;0;0;0;100
08478;Villers-le-Tilleul;1;6;81;19;0;0;0;0;87.5;12.5
08479;Villers-le-Tourneur;0;7;80;20;0;25;0;0;0;75
08480;Villers-Semeuse;18;155;56.9;31.4;11.8;2.5;58.6;1;28.3;9.7
08481;Villers-sur-Bar;0;11;75;25;0;50;22.2;16.7;0;11.1
08482;Villers-sur-le-Mont;0;1;57.1;42.9;0;40;0;20;0;40
08483;Ville-sur-Lumes;2;23;76;24;0;5.3;0;15.8;68.4;10.5
08484;Ville-sur-Retourne;0;4;60;40;0;87.5;0;0;0;12.5
08485;Villy;0;7;71.4;28.6;0;50;0;0;25;25
08486;Vireux-Molhain;5;101;64.9;25.3;9.7;2.1;32;3.7;37.1;25.1
08487;Vireux-Wallerand;10;66;61.1;33.7;5.3;1.9;17.9;6.7;35.1;38.3
08488;Vivier-au-Court;19;121;61.6;27.7;10.7;0.1;72;5.5;11.4;11
08489;Voncq;1;11;76.5;23.5;0;40;0;0;20;40
08490;Vouziers;23;306;60.2;28.9;10.9;1;15.8;1.4;37.8;44
08491;Vrigne aux Bois;19;183;65.6;24.1;10.3;0;54.2;14.4;18.6;12.8
08492;Vrigne-Meuse;1;13;86.4;9.1;4.5;0;0;94.5;2.2;3.3
08494;Wadelincourt;2;36;60.6;30.3;9.1;2;1;22;71;4
08496;Wagnon;0;3;69.2;30.8;0;60;0;0;20;20
08497;Warcq;4;119;57.9;30.2;11.9;0;24.2;29.4;29.9;16.5
08498;Warnécourt;3;12;77.3;18.2;4.5;0;0;2.2;1.1;96.7
08499;Wasigny;1;10;60;40;0;15.4;3.8;3.8;3.8;73.1
08500;Wignicourt;0;2;100;0;0;N/A;N/A;N/A;N/A;N/A
08501;Williers;0;4;85.7;14.3;0;0;0;0;100;0
08502;Yoncq;0;2;70;30;0;75;0;0;0;25
08503;Yvernaumont;1;5;80;20;0;0;0;60;0;40
09001;Aigues-Juntes;1;2;100;0;0;N/A;N/A;N/A;N/A;N/A
09002;Aigues-Vives;7;28;83;17;0;5;0;15;25;55
09003;L'Aiguillon;3;25;85.2;14.8;0;0;71.4;14.3;0;14.3
09004;Albiès;0;7;83.3;16.7;0;0;0;0;50;50
09005;Aleu;4;10;90;10;0;20;0;0;0;80
09006;Alliat;1;6;77.8;22.2;0;0;0;0;100;0
09007;Allières;0;7;100;0;0;N/A;N/A;N/A;N/A;N/A
09008;Alos;0;7;83.3;16.7;0;0;0;0;0;100
09009;Alzen;5;24;87.5;7.5;5;1.8;0;0;86;12.3
09011;Antras;0;2;100;0;0;N/A;N/A;N/A;N/A;N/A
09012;Appy;0;2;100;0;0;N/A;N/A;N/A;N/A;N/A
09013;Arabaux;1;6;100;0;0;N/A;N/A;N/A;N/A;N/A
09014;Argein;2;16;80;20;0;0;0;60;10;30
09015;Arignac;5;62;84.4;14.1;1.6;0;8.6;22.9;5.7;62.9
09016;Arnave;0;11;60;40;0;10;0;10;30;50
09017;Arrien-en-Bethmale;3;7;88.2;11.8;0;25;0;0;0;75
09018;Arrout;2;6;83.3;16.7;0;0;0;0;66.7;33.3
09019;Artigat;3;30;91.2;8.8;0;0;0;0;46.4;53.6
09020;Artigues;0;2;80;20;0;0;0;0;0;100
09021;Artix;0;3;87.5;12.5;0;0;0;0;0;100
09022;Arvigna;2;14;79.2;20.8;0;16.7;0;16.7;16.7;50
09023;Ascou;1;11;83.3;8.3;8.3;0;0;0;90;10
09024;Aston;1;10;68.4;21.1;10.5;0;82.7;5.1;5.1;7.1
09025;Aucazein;1;2;75;25;0;0;0;0;0;100
09026;Audressein;1;11;90;10;0;16.7;0;0;0;83.3
09027;Augirein;1;6;92.3;7.7;0;0;0;0;0;100
09029;Aulus-les-Bains;3;15;84.8;15.2;0;0;0;0;36.8;63.2
09030;Auzat;2;33;69.6;21.7;8.7;0;24.7;0.7;31.5;43.2
09031;Axiat;0;3;100;0;0;N/A;N/A;N/A;N/A;N/A
09032;Ax-les-Thermes;16;244;71.1;24.9;3.9;0;2.3;1.4;66.9;29.4
09033;Bagert;0;1;100;0;0;N/A;N/A;N/A;N/A;N/A
09034;Balacet;1;2;100;0;0;N/A;N/A;N/A;N/A;N/A
09035;Balaguères;1;10;91.7;8.3;0;0;0;0;33.3;66.7
09037;Barjac;3;4;100;0;0;N/A;N/A;N/A;N/A;N/A
09038;La Bastide-de-Besplas;5;30;93.5;6.5;0;0;33.3;0;0;66.7
09039;La Bastide-de-Bousignac;6;26;74.5;21.3;4.3;0;1.5;22.1;66.2;10.3
09040;La Bastide-de-Lordat;5;18;83.9;16.1;0;7.7;30.8;0;38.5;23.1
09041;La Bastide-du-Salat;2;14;91.7;8.3;0;0;0;0;0;100
09042;La Bastide-de-Sérou;10;115;77.6;19.5;2.9;1.8;10.8;0.5;18;68.9
09043;La Bastide-sur-l'Hers;6;41;77.6;20.4;2;0;4.1;2.1;16.5;77.3
09044;Baulou;2;12;85;15;0;0;0;18.2;54.5;27.3
09045;Bédeilhac-et-Aynat;0;20;73.9;21.7;4.3;0;6;6;84;4
09046;Bédeille;0;5;100;0;0;N/A;N/A;N/A;N/A;N/A
09047;Bélesta;8;65;79.8;16.7;3.6;4.7;38.3;0;11.4;45.6
09048;Belloc;2;5;100;0;0;N/A;N/A;N/A;N/A;N/A
09049;Bénac;1;12;85;15;0;9.1;0;63.6;0;27.3
09050;Benagues;1;12;59.1;18.2;22.7;0.4;0;0.8;26.7;72.1
09051;Bénaix;4;8;92.9;7.1;0;0;0;0;0;100
09052;Besset;1;13;88.9;11.1;0;0;0;28.6;57.1;14.3
09053;Bestiac;1;0;50;50;0;0;0;0;0;100
09054;Betchat;3;13;83.3;16.7;0;0;0;30;10;60
09055;Bethmale;2;3;66.7;11.1;22.2;0;94.6;0;0;5.4
09056;Bézac;5;18;77.8;18.5;3.7;0;0;75;4.2;20.8
09057;Biert;6;21;87.8;12.2;0;10;20;20;0;50
09058;Bompas;1;15;66.7;27.8;5.6;0;0;58.6;20.7;20.7
09059;Bonac-Irazein;2;10;94.7;5.3;0;0;0;0;0;100
09060;Bonnac;8;40;90.5;9.5;0;4.5;13.6;0;27.3;54.5
09061;Les Bordes-sur-Arize;5;49;75.9;20.3;3.8;2.6;0;6.6;46.1;44.7
09062;Bordes-Uchentein;0;7;77.8;16.7;5.6;0;81.5;0;0;18.5
09063;Le Bosc;3;7;94.1;5.9;0;0;0;0;0;100
09064;Bouan;0;2;80;20;0;0;0;0;0;100
09065;Boussenac;4;12;86.4;13.6;0;0;16.7;0;0;83.3
09066;Brassac;2;41;92.1;7.9;0;0;0;14.3;14.3;71.4
09067;Brie;0;13;90.9;4.5;4.5;0;0;93.3;0;6.7
09068;Burret;4;2;100;0;0;N/A;N/A;N/A;N/A;N/A
09069;Buzan;1;3;100;0;0;N/A;N/A;N/A;N/A;N/A
09070;Les Cabannes;3;41;59.6;38.3;2.1;1.5;15.2;0;68.2;15.2
09071;Cadarcet;2;19;83.9;12.9;3.2;5;0;80;0;15
09072;Calzan;1;1;100;0;0;N/A;N/A;N/A;N/A;N/A
09073;Camarade;2;11;94.4;5.6;0;50;0;0;0;50
09074;Camon;3;13;73.1;26.9;0;38.9;0;0;16.7;44.4
09075;Campagne-sur-Arize;3;13;75;25;0;4.2;20.8;16.7;37.5;20.8
09076;Canté;5;12;82.1;17.9;0;0;0;26.3;5.3;68.4
09077;Capoulet-et-Junac;3;13;69.2;30.8;0;16.7;0;50;16.7;16.7
09078;Carcanières;0;2;33.3;66.7;0;0;0;20;0;80
09079;Carla-Bayle;7;54;87.8;9.2;3.1;2.7;16.4;2.7;17.3;60.9
09080;Carla-de-Roquefort;8;7;78.9;21.1;0;0;0;81.2;0;18.8
09081;Le Carlaret;3;11;90.3;9.7;0;50;0;0;0;50
09082;Castelnau-Durban;5;23;83.9;12.5;3.6;1.9;0;69.2;15.4;13.5
09083;Castéras;0;3;83.3;16.7;0;0;0;0;100;0
09084;Castex;1;13;93.8;6.2;0;0;0;0;0;100
09085;Castillon-en-Couserans;4;62;79.7;17.7;2.5;0;4.5;0.9;11.8;82.7
09086;Caumont;2;22;69.7;24.2;6.1;0;75.3;9.1;9.1;6.5
09087;Caussou;0;5;75;25;0;0;0;0;0;100
09088;Caychax;0;0;50;50;0;0;0;0;0;100
09089;Cazals-des-Baylès;0;3;83.3;16.7;0;33.3;0;0;66.7;0
09090;Cazaux;0;5;100;0;0;N/A;N/A;N/A;N/A;N/A
09091;Cazavet;4;12;95.2;4.8;0;0;0;0;0;100
09092;Cazenave-Serres-et-Allens;0;6;77.8;22.2;0;0;0;33.3;0;66.7
09093;Celles;0;6;88.9;11.1;0;0;0;0;0;100
09094;Cérizols;0;7;82.4;17.6;0;25;0;0;50;25
09095;Cescau;2;7;82.4;11.8;5.9;0;76.9;7.7;0;15.4
09096;Château-Verdun;2;1;75;25;0;0;0;0;0;100
09097;Clermont;0;9;81.2;18.8;0;0;40;0;20;40
09098;Contrazy;1;10;94.1;5.9;0;0;0;0;0;100
09099;Cos;1;19;83.9;16.1;0;0;0;33.3;33.3;33.3
09100;Couflens;0;4;90.9;9.1;0;0;0;0;0;100
09101;Coussa;4;11;82.6;17.4;0;0;0;0;16.7;83.3
09102;Coutens;2;8;75;25;0;0;0;0;75;25
09103;Crampagna;7;34;83.3;14.6;2.1;0;0;84;9.2;6.7
09104;Dalou;8;34;86.3;11.8;2;4;0;0;52;44
09105;Daumazan-sur-Arize;3;58;78.6;19;2.4;0;1.6;4;54;40.3
09106;Dreuilhe;3;34;53.7;31.7;14.6;1.4;13.4;13.4;67;4.8
09107;Dun;7;43;84.5;15.5;0;19.6;2.2;15.2;28.3;34.8
09108;Durban-sur-Arize;3;12;92.3;7.7;0;40;0;0;0;60
09109;Durfort;3;8;94.7;5.3;0;0;0;0;0;100
09110;Encourtiech;2;6;85.7;7.1;7.1;0;0;92.3;0;7.7
09111;Engomer;1;16;76;20;4;2;78;0;0;20
09113;Ercé;4;19;84.6;12.8;2.6;0;0;1.5;3;95.5
09114;Erp;0;3;92.3;7.7;0;0;0;0;0;100
09115;Esclagne;0;2;71.4;28.6;0;50;0;0;0;50
09116;Escosse;1;25;80;20;0;22.2;0;25;25;27.8
09117;Esplas;1;5;83.3;16.7;0;0;0;50;0;50
09118;Esplas-de-Sérou;0;14;86.7;13.3;0;0;0;0;22.2;77.8
09119;Eycheil;3;23;81.2;15.6;3.1;0;6.4;4.3;2.1;87.2
09120;Fabas;4;15;78.9;18.4;2.6;2.5;7.5;0;0;90
09121;Ferrières-sur-Ariège;2;26;76.6;17;6.4;2.1;25.3;6.8;2.1;63.7
09122;Foix;100;893;60.6;30;9.4;1.9;8.1;2.1;33;54.9
09123;Fornex;0;9;81.8;13.6;4.5;3;93.9;0;0;3
09124;Le Fossat;7;95;77.9;15.4;6.7;1.3;30.6;10;21;37.1
09125;Fougax-et-Barrineuf;2;27;90.2;9.8;0;37.5;0;6.2;6.2;50
09126;Freychenet;1;5;92.3;7.7;0;0;0;0;0;100
09127;Gabre;0;6;92.9;7.1;0;0;0;0;0;100
09128;Gajan;2;24;81.2;18.8;0;14.3;0;9.5;66.7;9.5
09129;Galey;1;12;95.7;4.3;0;0;0;0;0;100
09130;Ganac;11;41;94.4;5.6;0;0;0;0;20;80
09131;Garanou;0;6;77.8;22.2;0;0;0;0;25;75
09132;Gaudiès;3;14;90.3;9.7;0;40;0;0;20;40
09133;Génat;0;1;83.3;16.7;0;0;0;0;0;100
09134;Gestiès;0;0;100;0;0;N/A;N/A;N/A;N/A;N/A
09136;Gourbit;0;1;87.5;12.5;0;0;0;0;0;100
09137;Gudas;2;7;83.3;16.7;0;50;0;0;0;50
09138;L'Herm;4;15;88.9;8.3;2.8;0;8.4;0;0.9;90.7
09139;L'Hospitalet-près-l'Andorre;5;15;56.5;39.1;4.3;0;0;0;20.8;79.2
09140;Ignaux;5;8;94.1;5.9;0;0;0;0;50;50
09141;Illartein;1;3;66.7;33.3;0;60;0;0;0;40
09142;Ilhat;1;10;87.5;12.5;0;0;0;50;0;50
09143;Illier-et-Laramade;0;1;50;50;0;0;0;0;0;100
09145;Les Issards;3;8;83.3;8.3;8.3;0;0;95.5;0;4.5
09146;Justiniac;0;3;88.9;11.1;0;0;0;0;0;100
09147;Labatut;2;7;83.3;16.7;0;0;0;0;66.7;33.3
09148;Lacave;2;5;81.8;18.2;0;0;66.7;0;0;33.3
09149;Lacourt;1;7;94.4;5.6;0;0;0;0;0;100
09150;Lagarde;3;13;86.4;13.6;0;0;0;20;0;80
09151;Lanoux;0;5;100;0;0;N/A;N/A;N/A;N/A;N/A
09152;Lapège;0;0;50;50;0;100;0;0;0;0
09153;Lapenne;3;10;100;0;0;N/A;N/A;N/A;N/A;N/A
09154;Larbont;0;6;90;10;0;0;0;0;0;100
09155;Larcat;0;1;80;20;0;0;0;0;0;100
09156;Larnat;0;2;100;0;0;N/A;N/A;N/A;N/A;N/A
09157;Laroque-d'Olmes;19;175;67.5;27.4;5.1;0;57;6.4;26;10.5
09158;Lasserre;4;18;87.2;12.8;0;0;0;52.6;15.8;31.6
09159;Lassur;2;3;75;25;0;0;0;0;0;100
09160;Lavelanet;41;492;68.1;25.6;6.2;0;14;7.5;29.5;48.9
09161;Léran;5;49;80.6;17.9;1.5;0;0;4.6;13.8;81.5
09162;Lercoul;0;0;100;0;0;N/A;N/A;N/A;N/A;N/A
09163;Lescousse;0;2;88.9;11.1;0;0;0;0;0;100
09164;Lescure;5;27;79.6;20.4;0;13.3;0;26.7;30;30
09165;Lesparrou;0;19;93.5;6.5;0;0;40;0;0;60
09166;Leychert;0;8;87.5;12.5;0;0;0;0;0;100
09167;Lézat-sur-Lèze;18;159;72.3;23.3;4.3;1.1;17.3;5;34.7;41.9
09168;Lieurac;2;14;88.9;11.1;0;0;40;0;0;60
09169;Limbrassac;0;6;88.9;11.1;0;0;0;0;33.3;66.7
09170;Lissac;1;5;77.8;22.2;0;0;0;0;0;100
09171;Lordat;0;1;57.1;42.9;0;0;0;66.7;11.1;22.2
09172;Loubaut;0;0;100;0;0;N/A;N/A;N/A;N/A;N/A
09173;Loubens;1;10;79.3;17.2;3.4;5.6;0;72.2;11.1;11.1
09174;Loubières;2;16;82.1;14.3;3.6;0;0;0;80;20
09175;Ludiès;0;4;85.7;14.3;0;0;0;0;0;100
09176;Luzenac;0;24;54.3;30.4;15.2;0;51.3;0;12.3;36.4
09177;Madière;2;10;95.7;4.3;0;0;0;0;0;100
09178;Malegoude;0;6;77.8;22.2;0;0;88.9;0;0;11.1
09179;Malléon;0;3;60;40;0;0;0;0;87.5;12.5
09180;Manses;0;9;94.4;5.6;0;0;0;0;0;100
09181;Le Mas-d'Azil;13;104;79.2;16.7;4.2;0;3.2;5;36.7;55.2
09182;Massat;14;89;78;17.8;4.2;0;1.4;5;23.6;70
09183;Mauvezin-de-Prat;0;7;84.6;15.4;0;0;0;0;90;10
09184;Mauvezin-de-Sainte-Croix;0;1;75;25;0;0;0;0;0;100
09185;Mazères;24;279;75.3;18;6.7;0.9;44.2;3.6;30.8;20.5
09186;Méras;0;5;100;0;0;N/A;N/A;N/A;N/A;N/A
09187;Mercenac;1;22;78.1;18.8;3.1;0;0;1.1;0;98.9
09188;Mercus-Garrabet;12;54;72.6;23.3;4.1;5.9;48.3;12.7;16.1;16.9
09189;Mérens-les-Vals;0;9;84.2;15.8;0;0;0;0;27.3;72.7
09190;Mérigon;3;8;92.9;7.1;0;0;0;0;0;100
09192;Miglos;1;5;70;30;0;0;0;20;20;60
09193;Mijanès;0;4;80;20;0;0;0;0;50;50
09194;Mirepoix;37;345;73.4;23.4;3.2;1;7.8;4.8;36.2;50.2
09195;Monesple;0;1;100;0;0;N/A;N/A;N/A;N/A;N/A
09196;Montagagne;0;2;87.5;12.5;0;0;0;0;0;100
09197;Montaillou;1;3;50;50;0;0;0;0;66.7;33.3
09198;Montardit;4;11;82.4;11.8;5.9;4.3;0;0;91.3;4.3
09199;Montaut;8;39;84.5;13.1;2.4;20;32.5;0;7.5;40
09200;Montbel;2;11;78.9;21.1;0;25;37.5;0;12.5;25
09201;Montégut-en-Couserans;0;3;85.7;14.3;0;0;0;100;0;0
09202;Montégut-Plantaurel;2;18;73.5;17.6;8.8;0.7;0;0;2.9;96.4
09203;Montels;1;8;85;5;10;0;0;0;0;100
09204;Montesquieu-Avantès;2;18;94.3;5.7;0;0;0;33.3;0;66.7
09205;Montfa;2;10;92.3;7.7;0;0;0;0;0;100
09206;Montferrier;9;64;79.6;18.3;2.2;0;1.6;14.5;59.7;24.2
09207;Montgaillard;14;89;74.5;21.8;3.6;0;6.6;17.9;49.1;26.4
